id,crawlerId,companyName,techStatus,subTechComment,techComments,sentTeamComment,siteType,jobsOnCareerPage,techAssignee,config,siteId,careerSiteUrl,integrationLink,crawlerType,applyType,emailId,jobUrl,createdOn,updatedOn,sentToTechDate,blockedCrawlingMode
6a0fdccc33d7d9046a500317,3666610,YoungBrainz Infotech Pvt. Ltd,Done,Jobs in New Pool,no jd,No Job Crawled,ATS,7,himanshu.tanwar,"{""3666610_SRP"":{""URL"":""https://youngbrainzinfotech.com/assets/Careers-DduUT_hq.js"",""LOCRGX"":""(?s)title:\""(([^\""]+)).*?,.*?,(.*?),(.*?),"",""LOCRGXSEQ"":""JOBID,JOBTITLE,EXPERIENCE,LOCATION"",""JOBLINK"":""https://youngbrainzinfotech.com/careers"",""CurrentJobNum"":1,""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='YoungBrainz Infotech Pvt. Ltd',compid ='3666610', jobConsultant = 'n' where  SITE = '3666610_SRP'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",3666610_SRP,https://youngbrainzinfotech.com/careers,https://youngbrainzinfotech.com/career,JPERL,Apply without Registration,,,22-May-26,22-May-26,2022-07-12,
6a0fdc7d33d7d9046a500316,2522650,national institute for smart government,Done,Jobs in New Pool,,New addition,ATS,1,aastha.bhardwaj,"{""2522650_SRP"":{""URL"":""https://www.myemploywise.com/asperm/servlet/website{{POST}}{{CONTENT}}mode=create&customer_code=nisg-new&viewname=Web&modulename=Recruitment&pos_id=null&bwi=null{{HEADER}}content-length|X|91##{{content-type|X|application/x-www-form-urlencoded"",""CurrentJobNum"":1,""LOCRGX"":""(?s)<?xml.+?>.+?>.+?>.+?>.+?>.+?>.+?>.+?>.+?>.+?>.+?>.+?\\[.+?\\[(([^\\]]+)).+?>.+?>.+?>.+?\\[.+?\\[([^\\]]+).+?>.+?>.+?>.+?(.+?)<"",""LOCRGXSEQ"":""JOBID,JOBTITLE,LOCATION,JOBDESC"",""JOBLINK"":""https://www.myemploywise.com/asperm/servlet/website?customer_code=nisg-new"",""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='national institute for smart government',compid ='2522650', jobConsultant = 'n' where  SITE = '2522650_SRP'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",2522650_SRP,https://www.myemploywise.com/asperm/servlet/website?customer_code=nisg-new,https://www.myemploywise.com/asperm/servlet/website?customer_code=nisg-new,JPERL,Apply with Registration,,,22-May-26,22-May-26,2025-06-27,OFFLINEPOSTED
6a0fdc7c33d7d9046a500315,125561072,TechStar Group,Done,Jobs in New Pool,location is given in no. format cant crawl pick manually,New addition,ATS,8,himanshu.tanwar,"{
    ""125561072_SRP"": {
        ""URL"": "" https://techstar.greythr.com/hire/api/career/published_jobs/{{POST}}{{CONTENT}}{}{{HEADER}}accept|X|application/json, text/plain, */*##{{accept-encoding|X|gzip, deflate, br, zstd##{{accept-language|X|en-US,en;q=0.9##{{baggage|X|sentry-environment=production,sentry-public_key=ce65344ce0af4789a099052dbe6a174f,sentry-trace_id=12e76cfaf98446f894823e18c2e8bc31##{{cache-control|X|no-cache##{{content-length|X|2##{{content-type|X|application/json##{{cookie|X|_ga=GA1.1.1923606631.1774508739; _ga_1ZTWFSBF8V=GS2.1.s1779186101$o5$g1$t1779186273$j60$l0$h0##{{origin|X|https://techstar.greythr.com##{{pragma|X|no-cache##{{priority|X|u=1, i##{{referer|X|https://techstar.greythr.com/hire/jobs/##{{sec-ch-ua|X|\""Not;A=Brand\"";v=\""99\"", \""Google Chrome\"";v=\""139\"", \""Chromium\"";v=\""139\""##{{sec-ch-ua-mobile|X|?0##{{sec-ch-ua-platform|X|\""Windows\""##{{sec-fetch-dest|X|empty##{{sec-fetch-mode|X|cors##{{sec-fetch-site|X|same-origin##{{sentry-trace|X|12e76cfaf98446f894823e18c2e8bc31-99134219aa7ca483"",
        ""LOCJSON"": ""description|X|slug|X|req_id|X|title|X|id|XX|data"",
        ""LOCJSONSEQ"": ""JOBDESC,JOBLINK,REF_CODE,JOBTITLE,JOBID"",
        ""JOBLINK"": ""https://techstar.greythr.com/hire/jobs/{{VARJOBLINK}}"",
        ""CurrentJobNum"": 1,
        ""MAXJBSPPAGE"": 10,
        ""JDVARS"": {
            ""FAREA"": {
                ""type"": ""SUB"",
                ""callable"": ""Classifier_FAREA""
            },
            ""ROLE"": {
                ""type"": ""SUB"",
                ""callable"": ""Classifier_ROLE""
            },
            ""INDUSTRY"": {
                ""type"": ""SUB"",
                ""callable"": ""Classifier_INDUSTRY""
            }
        },
        ""Cookie"": ""YES"",
        ""CurrentPageNum"": 0,
        ""USER_AGENT"": ""Firefox/5.0"",
        ""POSTQUERY"": ""update WEB_JOBS set COMPNAME ='TechStar Group',compid ='125561072', jobConsultant = 'n' where  SITE = '125561072_SRP'"",
        ""StartPageNum"": 0,
        ""MAXPAGESPARSE"": ""1"",
        ""ISCRAWL_FULL"": 0,
        ""SAVE_JD_COOKIE"": ""Yes"",
        ""IS_SITE_ID_DERIVED"": 0,
        ""DELETE_UNLISTED"": ""y"",
        ""JOBSCOUNT"": 0,
        ""SQLDATE"": ""%Y-%m-%d"",
        ""MOVE_TO_JD"": 0,
        ""TERMRGX"": """",
        ""CanProcceed"": 1
    }
}",125561072_SRP,https://techstar.greythr.com/hire/jobs/,https://techstar.greythr.com/hire/jobs/,JPERL,Apply without Registration,,,22-May-26,22-May-26,,
6a0fdc4033d7d9046a500314,2521432,INVAS Technologies,Done,Jobs in New Pool,JD not crawled due to jd source's data is in encoded formate,No Job Crawled,ATS,8,hari.gupta,"{""2521432_SRP"":{""URL"":""https://www.invas.in/api{{POST}}{{CONTENT}}{\""query\"":\""query {\\n    getJobs {\\n      id\\n      title\\n      location\\n      description\\n      date\\n    }\\n  }\""}{{HEADER}}accept|X|application/json##{{accept-encoding|X|gzip, deflate, br, zstd##{{accept-language|X|en-GB,en-US;q=0.9,en;q=0.8,mr;q=0.7##{{content-length|X|116##{{content-type|X|application/json"",""CurrentJobNum"":1,""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""LOCJSON"":""id|X|location|X|title|XX|data,getJobs"",""LOCJSONSEQ"":""JOBID,LOCATION,JOBTITLE"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='INVAS Technologies',compid ='2521432', jobConsultant = 'n' where  SITE = '2521432_SRP'"",""StartPageNum"":0,""JOBLINK"":""https://www.invas.in/careers"",""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",2521432_SRP,https://www.invas.in/careers,https://invas.in/careers,JPERL,Apply without Registration,,,22-May-26,22-May-26,2025-07-10,OFFLINEPOSTED
6a0fdc2733d7d9046a500313,6226490,ABCloudZ,Done,Jobs in New Pool,,No Job Crawled,ATS,4,ritik.kumar,"{""abcloudz_UC"":{""URL"":"" https://abcloudz.com/wp-json/abcloudz/v1/careers/results/?region=india"",""CurrentJobNum"":1,""LOCJSONSEQ"":""LOCATION,LOCATION,JOBLINK,JOBID,JOBTITLE"",""LOCJSON"":""city|X|country|X|permalink|X|permalink|X|title|XX|results"",""JDRGX1"":""(?s)<div class=\""careers-content w-full md:w-8/12 order-1 md:order-2\"">(.+?)Who we are"",""JDRGXSEQ1"":""JOBDESC"",""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='ABCloudZ',compid ='6226490', jobConsultant = 'n' where  SITE = 'abcloudz_UC'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":1,""TERMRGX"":"""",""CanProcceed"":1}}",abcloudz_UC,https://abcloudz.com/company/careers/?country=india,https://abcloudz.com/company/careers/?region=india,JPERL,Apply without Registration,,,22-May-26,22-May-26,2021-07-16,
6a0fdc2033d7d9046a500312,124398506,STURDY GROUPS,In Process,Level 1,,No Job Crawled,SRP,3,hari.gupta,"{""xpath"":""//a[@class='block bg-white border border-gray-200 rounded-lg shadow-sm hover:shadow-md transition-shadow duration-200']"",""isOnlyTextSrp"":false,""option"":false,""navigationMethod"":1,""isNavigationMethodSet"":""false"",""isNextFound"":false,""loadMore"":{""xpath"":"""",""threshold"":100}}",sturdygroups_UC,https://www.sturdygroups.com/careers/,https://www.sturdygroups.com/careers/,SRPAUTOMATION,Apply without Registration,,,22-May-26,22-May-26,2025-06-17,OFFLINEPOSTED
6a0fdbfe33d7d9046a500311,7093081,Eduhive Creative Studio,Done,Jobs in New Pool,location in jd,No Job Crawled,ATS,3,aastha.bhardwaj,"{""eduhivecreativestudio_UC"":{""URL"":""https://www.eduhivecreativestudio.com/jobs-in-dehradun/"",""CurrentJobNum"":1,""LOCRGX"":""(?s)Position:(([^<]+))(.+?WhatsApp)"",""LOCRGXSEQ"":""JOBID,JOBTITLE,JOBDESC"",""JOBLINK"":""https://www.eduhivecreativestudio.com/jobs-in-dehradun/"",""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='Eduhive Creative Studio',compid ='7093081', jobConsultant = 'n' where  SITE = 'eduhivecreativestudio_UC'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",eduhivecreativestudio_UC,https://www.eduhivecreativestudio.com/jobs-in-dehradun/,https://www.eduhivecreativestudio.com/job-in-dehradun/,JPERL,Apply without Registration,,,22-May-26,22-May-26,2024-09-16,
6a0fdbee33d7d9046a500310,124285480,Abhijith Preman & Co. LLP Chartered Accountants,Done,Jobs in New Pool,,No Job Crawled,ATS,11,himanshu.tanwar,"{""apcallp_UC"":{""URL"":"" https://apcallp.com/careers"",""LOCRGX"":""(?s)<h3 class=\""job-card-title\"">([^<]+).*?</circle></svg><span>([^<]+).*?href=\""(([^\""]+))"",""LOCRGXSEQ"":""JOBTITLE,LOCATION,JOBID,JOBLINK"",""JDRGX1"":""(?s)<h1 class=\""job-detail-title\"">(.*?)Apply Now"",""JDRGXSEQ1"":""JOBDESC"",""JOBLINK"":""https://apcallp.com{{VARJOBLINK}}"",""CurrentJobNum"":1,""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='Abhijith Preman &amp; Co. LLP Chartered Accountants',compid ='124285480', jobConsultant = 'n' where  SITE = 'apcallp_UC'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":1,""TERMRGX"":"""",""CanProcceed"":1}}",apcallp_UC,https://apcallp.com/careers,https://careers.apcallp.com/,JPERL,Apply without Registration,,,22-May-26,22-May-26,2025-04-17,
6a0fdbe133d7d9046a50030f,1885850,AddressHealth Solutions India Pvt Ltd.,Rectification,Crawling issue,No JD,No Job Crawled,SRP,6,mansi.1,"{""xpath"":""//div[contains(@class,'elementskit-infobox')]"",""isOnlyTextSrp"":true}",addresshealthSRP,https://www.addresshealth.in/careers/,http://addresshealth.in/web/careers/,SRPAUTOMATION,Apply without Registration,,,22-May-26,22-May-26,2025-11-03,
6a0fdb9533d7d9046a50030c,1617658,Compass India Food Services Pvt Ltd,Non-Workable,No Job,jobs on hold,No Job Crawled,SRP,11,himanshu.tanwar,"{""xpath"":""//span[@data-name=\""specialization\""]//option"",""isOnlyTextSrp"":true,""option"":false,""navigationMethod"":1,""isNavigationMethodSet"":""false"",""isNextFound"":false,""loadMore"":{""xpath"":"""",""threshold"":100}}",1617658_SRP,https://compass-group.co.in/career/,http://www.compass-group.co.in/working-for-compass.htm,SRPAUTOMATION,Apply with Registration,,,22-May-26,22-May-26,2024-11-12,"PROPELLUM,OFFLINEPOSTED"
6a0fdb5f33d7d9046a50030b,125620329,Cygnus A D Management Consulting LLP,Done,Jobs in New Pool,,New addition,ATS,12,himanshu.tanwar,"{""cygnusad_UC"":{""URL"":"" https://www.cygnusad.com/jobs"",""LOCRGX"":""(?s)<span style=\""letter-spacing:normal;\""[^>]+>([^<]+).*?href=\""(([^\""]+))[^>]+>[^>]+>[^>]+>[^>]+>[^>]+>[^>]+>[^>]+>[^>]+>([^<]+)"",""LOCRGXSEQ"":""JOBTITLE,JOBID,JOBLINK,LOCATION"",""JDRGX1"":""(?s)span style=\""letter-spacing:normal(.*?)Apply Now"",""JDRGXSEQ1"":""JOBDESC"",""CurrentJobNum"":1,""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='Cygnus A D Management Consulting LLP',compid ='125620329', jobConsultant = 'n' where  SITE = 'cygnusad_UC'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":1,""TERMRGX"":"""",""CanProcceed"":1}}",cygnusad_UC,https://www.cygnusad.com/jobs,https://www.cygnusad.com/jobs,JPERL,Apply without Registration,,,22-May-26,22-May-26,2024-01-03,
6a0fdb5733d7d9046a50030a,4702334,Caprus IT,In Process,Level 1,APi data not  same tags,New addition,SRP,9,priyanka.rao,,caprusit_UC,https://www.caprusit.com/careers/,,SRPAUTOMATION,Apply with Email,hr@caprusit.com,,22-May-26,22-May-26,2025-07-02,
6a0fdb4b33d7d9046a500309,4582914,BeanHR Consulting,Done,Jobs in New Pool,no jd and location,No Job Crawled,ATS,3,aastha.bhardwaj,"{""4582914_SRP"":{""URL"":"" https://beanhr.com/careers/"",""CurrentJobNum"":1,""LOCRGX"":""(?s)\""radio\""\\s*value=\""((.+?))\"""",""LOCRGXSEQ"":""JOBID,JOBTITLE"",""JOBLINK"":"" https://beanhr.com/careers/"",""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='BeanHR Consulting',compid ='4582914', jobConsultant = 'n' where  SITE = '4582914_SRP'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",4582914_SRP,https://beanhr.com/careers/,https://beanhr.com/careers/,JPERL,Apply without Registration,,,22-May-26,22-May-26,2024-01-04,
6a0fdb2933d7d9046a500308,124407560,Adroit Print Media Publisher,Done,Jobs in New Pool,,No Job Crawled,ATS,4,ritik.kumar,"{""adroitprintandmediapublisher_UC"":{""URL"":"" https://adroitprintandmediapublisher.com/pages/career.html"",""JOBLINK"":"" https://adroitprintandmediapublisher.com/pages/career.html"",""CurrentJobNum"":1,""LOCRGX"":""(?s)<div class=\""job-title\"">(([^<]+)).+?<span class=\""job-tag\"">([^<]+).+?<span class=\""job-tag[^>]+>([^<]+).+?<div class=\""job-body\"">(.+?)</div>\\s*</div>\\s*</div>"",""LOCRGXSEQ"":""JOBID,JOBTITLE,LOCATION,EDUCATION,JOBDESC"",""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='Adroit Print Media Publisher',compid ='124407560', jobConsultant = 'n' where  SITE = 'adroitprintandmediapublisher_UC'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",adroitprintandmediapublisher_UC,https://adroitprintandmediapublisher.com/pages/career.html#open-roles4,https://adroitprintandmediapublisher.com/pages/career.html,JPERL,Apply without Registration,,,22-May-26,22-May-26,2024-10-08,
6a0fdac333d7d9046a50005e,4823596,Imaginators Try Going Beyond,Done,Jobs in New Pool,,New addition,SRP,12,himanshu.tanwar,"{""xpath"":""//a[@class=\""awsm-job-item\""]"",""isOnlyTextSrp"":false,""option"":false,""navigationMethod"":1,""isNavigationMethodSet"":""true"",""isNextFound"":false,""loadMore"":{""xpath"":"""",""threshold"":100}}",imaginators_UC,https://imaginators.co/job-openings/,https://imaginators.co/job-openings/,SRPAUTOMATION,Apply without Registration,,,22-May-26,22-May-26,2025-08-01,
6a0fdabd33d7d9046a50005d,123505971,Brained,In Process,Level 1,"some jobs are not crawled , because  all jobs are pattern not same.",No Job Crawled,ATS,9,priyanka.rao,"{""brained_UC"":{""URL"":""https://api.brained.app/api/forms/formGet/job_postings{{POST}}{{CONTENT}}{\""projectId\"":\""68b541bde9d13e001277e62c\"",\""projectName\"":\""brained5\"",\""isDeleted\"":false,\""isActive\"":true,\""isFinalize\"":true}{{HEADER}}accept|X|application/json##{{content-type|X|application/json"",""LOCRGX"":""(?s)responsibilities\"":\""(.+?)joblocation\"":\""([^\""]+).+?jobtitle\"":\""(([^\""]+)).+?createdAt\"":\""([^T]+)"",""LOCRGXSEQ"":""JOBDESC,LOCATION,JOBTITLE,JOBTITLE,Date"",""JOBLINK"":""https://brained.app/join-our-team"",""CurrentJobNum"":1,""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='Brained',compid ='123505971', jobConsultant = 'n' where  SITE = 'brained_UC'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",brained_UC,https://brained.app/join-our-team,https://brained.app/join-our-team,JPERL,Apply without Registration,,,22-May-26,22-May-26,2025-07-23,
6a0fdaad33d7d9046a50005c,3875706,MABEN NIDHI LIMITED,Done,Jobs in New Pool,no jd,No Job Crawled,ATS,8,pratham.sharma,"{""3875706_SRP"":{""URL"":""https://www.maben.in/openings"",""CurrentJobNum"":1,""LOCRGX"":""(?s)<h3 class=\""job-title\"">([^<]+).+?Experience.+?\"">([^<]+).+?Location.+?\"">([^<]+).+?href='((.+?))'"",""LOCRGXSEQ"":""JOBTITLE,EXPERIENCE,LOCATION,JOBID,JOBLINK"",""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='MABEN NIDHI LIMITED',compid ='3875706', jobConsultant = 'n' where  SITE = '3875706_SRP'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",3875706_SRP,https://www.maben.in/openings,https://www.maben.in/openings,JPERL,Apply without Registration,,,22-May-26,22-May-26,2024-11-29,
6a0fda7933d7d9046a50005a,123505971,Brained,In Process,Level 1,,No Job Crawled,ATS,9,priyanka.rao,"{""brained_UC"":{""URL"":""https://api.brained.app/api/forms/formGet/job_postings{{POST}}{{CONTENT}}{\""projectId\"":\""68b541bde9d13e001277e62c\"",\""projectName\"":\""brained5\"",\""isDeleted\"":false,\""isActive\"":true,\""isFinalize\"":true}{{HEADER}}accept|X|application/json##{{content-type|X|application/json"",""LOCRGX"":""(?s)responsibilities\"":\""(.+?)joblocation\"":\""([^\""]+).+?jobtitle\"":\""(([^\""]+)).+?createdAt\"":\""([^T]+)"",""LOCRGXSEQ"":""JOBDESC,LOCATION,JOBTITLE,JOBTITLE,Date"",""JOBLINK"":""https://brained.app/join-our-team"",""CurrentJobNum"":1,""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='Brained',compid ='123505971', jobConsultant = 'n' where  SITE = 'brained_UC'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",brained_UC,https://brained.app/join-our-team,https://brained.app/join-our-team,JPERL,Apply without Registration,,,22-May-26,22-May-26,2025-07-23,
6a0fda4e33d7d9046a500059,2355576,Acquaint Softtech,Done,Jobs in New Pool,,No Job Crawled,ATS,3,aastha.bhardwaj,"{""2355576_SRP"":{""URL"":"" https://acquaintsoft.com/careers"",""CurrentJobNum"":1,""LOCRGX"":""(?s)</span>\\s*<h2 class=\""font-.+?>((.+?))<.+?Experience:</span>(.+?)<.+?Location:</span>(.+?)<.+?Skills:</span>(.+?</path>)"",""LOCRGXSEQ"":""JOBID,JOBTITLE,EXPERIENCE,LOCATION,JOBDESC"",""JOBLINK"":"" https://acquaintsoft.com/careers"",""MAXJBSPPAGE"":10,""JDVARS"":{""FAREA"":{""type"":""SUB"",""callable"":""Classifier_FAREA""},""ROLE"":{""type"":""SUB"",""callable"":""Classifier_ROLE""},""INDUSTRY"":{""type"":""SUB"",""callable"":""Classifier_INDUSTRY""}},""Cookie"":""YES"",""CurrentPageNum"":0,""USER_AGENT"":""Firefox/5.0"",""POSTQUERY"":""update WEB_JOBS set COMPNAME ='Acquaint Softtech',compid ='2355576', jobConsultant = 'n' where  SITE = '2355576_SRP'"",""StartPageNum"":0,""MAXPAGESPARSE"":""1"",""ISCRAWL_FULL"":0,""SAVE_JD_COOKIE"":""Yes"",""IS_SITE_ID_DERIVED"":0,""DELETE_UNLISTED"":""y"",""JOBSCOUNT"":0,""SQLDATE"":""%Y-%m-%d"",""MOVE_TO_JD"":0,""TERMRGX"":"""",""CanProcceed"":1}}",2355576_SRP,https://acquaintsoft.com/careers,https://acquaintsoft.com/careers,JPERL,Apply without Registration,,,22-May-26,22-May-26,2025-11-17,OFFLINEPOSTED
